"value" "Method" "null_or_alt"
0.0374800652170241 "ar" "null"
0.0363932114934728 "ar" "null"
0.0294112710480737 "ar" "null"
0.0306801215104122 "ar" "null"
0.0353118037944619 "ar" "null"
0.0355964990199008 "ar" "null"
0.0377896305468457 "ar" "null"
0.0381785874793629 "ar" "null"
0.0335782846950322 "ar" "null"
0.0414467716875916 "ar" "null"
0.0350915432626615 "ar" "null"
0.062079534052941 "ar" "null"
0.050356640553146 "ar" "null"
0.0320816573293025 "ar" "null"
0.0612740105129342 "ar" "null"
0.0440005976841548 "ar" "null"
0.0463709033492671 "ar" "null"
0.0436755733560222 "ar" "null"
0.0377331495586068 "ar" "null"
0.0355868367711502 "ar" "null"
0.0461638201817895 "ar" "null"
0.0422125038490899 "ar" "null"
0.0410355339286436 "ar" "null"
0.0389223892161813 "ar" "null"
0.0356887360223168 "ar" "null"
0.0341604918818721 "ar" "null"
0.0598760795357529 "ar" "null"
0.0313101931623381 "ar" "null"
0.0541223406566712 "ar" "null"
0.0330962316453093 "ar" "null"
0.0539638450165148 "ar" "null"
0.0475599628448605 "ar" "null"
0.0377774478639684 "ar" "null"
0.0352798253648221 "ar" "null"
0.0465048642108747 "ar" "null"
0.0515292709895033 "ar" "null"
0.0382667690254642 "ar" "null"
0.0537227240905368 "ar" "null"
0.0524884574069678 "ar" "null"
0.0397897653563356 "ar" "null"
0.0427662395355067 "ar" "null"
0.0310565434123509 "ar" "null"
0.0410927051082981 "ar" "null"
0.0368891004949848 "ar" "null"
0.057451580601542 "ar" "null"
0.047624109897152 "ar" "null"
0.0502603702305982 "ar" "null"
0.0342172200093007 "ar" "null"
0.0457996673887409 "ar" "null"
0.0364727137539227 "ar" "null"
0.0329762935077257 "ar" "null"
0.0335236231033053 "ar" "null"
0.042461266809525 "ar" "null"
0.0445294613365054 "ar" "null"
0.0426247394314634 "ar" "null"
0.0320857185586855 "ar" "null"
0.0435099184410017 "ar" "null"
0.0547922710440851 "ar" "null"
0.0340774425688307 "ar" "null"
0.0473147774876525 "ar" "null"
0.0506451998787673 "ar" "null"
0.0478027532888594 "ar" "null"
0.0473863392834371 "ar" "null"
0.0442724565459639 "ar" "null"
0.0455494164738489 "ar" "null"
0.030426099804796 "ar" "null"
0.0430986535855763 "ar" "null"
0.0417655571539533 "ar" "null"
0.0428831012476988 "ar" "null"
0.0368424866749564 "ar" "null"
0.0455165297160399 "ar" "null"
0.0360879343647012 "ar" "null"
0.0391683703965989 "ar" "null"
0.0693788865450693 "ar" "null"
0.0330648897876457 "ar" "null"
0.0502407604377344 "ar" "null"
0.0475175748371371 "ar" "null"
0.0523589054599527 "ar" "null"
0.0287450922640247 "ar" "null"
0.0328842465758308 "ar" "null"
0.0535634086479002 "ar" "null"
0.0430859682598582 "ar" "null"
0.0399108762237559 "ar" "null"
0.0374680761469621 "ar" "null"
0.0282343789922195 "ar" "null"
0.0371921780790572 "ar" "null"
0.0326178031674535 "ar" "null"
0.0481633560369033 "ar" "null"
0.0404193907724683 "ar" "null"
0.0510426787750062 "ar" "null"
0.0349711757201727 "ar" "null"
0.0397240949600198 "ar" "null"
0.0416101219149077 "ar" "null"
0.0614505484535031 "ar" "null"
0.0357584996756559 "ar" "null"
0.063485482460721 "ar" "null"
0.0330672334087835 "ar" "null"
0.0390627823897017 "ar" "null"
0.0283627753821887 "ar" "null"
0.032322916367112 "ar" "null"
0.0405604059256521 "ar" "null"
0.0357039760412486 "ar" "null"
0.0413440502743446 "ar" "null"
0.0377042922691334 "ar" "null"
0.0285279193810514 "ar" "null"
0.0401915307682807 "ar" "null"
0.0288072250613065 "ar" "null"
0.0275616014167371 "ar" "null"
0.0438503239159075 "ar" "null"
0.0345953280632297 "ar" "null"
0.0425271967281917 "ar" "null"
0.0426412045783412 "ar" "null"
0.0488439685029914 "ar" "null"
0.0534672776860599 "ar" "null"
0.046654931441505 "ar" "null"
0.0725083119597898 "ar" "null"
0.0852763389913182 "ar" "null"
0.0379598546091642 "ar" "null"
0.0251590030740469 "ar" "null"
0.0419729736465515 "ar" "null"
0.0411317652757792 "ar" "null"
0.0438446426406403 "ar" "null"
0.0409515360184556 "ar" "null"
0.0302708610820278 "ar" "null"
0.0336824850092414 "ar" "null"
0.043624821126414 "ar" "null"
0.0359613921071796 "ar" "null"
0.0369821096970067 "ar" "null"
0.0338242151874697 "ar" "null"
0.0344682723911741 "ar" "null"
0.0367561134948224 "ar" "null"
0.0382228106726316 "ar" "null"
0.0382816017813595 "ar" "null"
0.0360469528811205 "ar" "null"
0.0274143727972627 "ar" "null"
0.0409001622903847 "ar" "null"
0.0454966118029175 "ar" "null"
0.0501449811797487 "ar" "null"
0.0455192107573312 "ar" "null"
0.0578553000778202 "ar" "null"
0.0576593518292687 "ar" "null"
0.0551075563723123 "ar" "null"
0.0347006935063301 "ar" "null"
0.0470979346362466 "ar" "null"
0.0392588894014944 "ar" "null"
0.0500838868578947 "ar" "null"
0.0499795042603196 "ar" "null"
0.0392991135096003 "ar" "null"
0.0277972750215947 "ar" "null"
0.0263800434559489 "ar" "null"
0.0427412232223245 "ar" "null"
0.0371617697521987 "ar" "null"
0.0701219408263107 "ar" "null"
0.03430737513776 "ar" "null"
0.033223515932085 "ar" "null"
0.0462856513216303 "ar" "null"
0.0455057836238177 "ar" "null"
0.0534218013938581 "ar" "null"
0.0353594948467967 "ar" "null"
0.046866198378358 "ar" "null"
0.0423166780856271 "ar" "null"
0.0376585488468969 "ar" "null"
0.0392645158285347 "ar" "null"
0.0340365002162055 "ar" "null"
0.0451256074952131 "ar" "null"
0.033043251251811 "ar" "null"
0.0476104608766994 "ar" "null"
0.0355910011480225 "ar" "null"
0.0327385118337551 "ar" "null"
0.0352953945043445 "ar" "null"
0.038075411812392 "ar" "null"
0.0494962491273482 "ar" "null"
0.0601651075964372 "ar" "null"
0.0370153030278953 "ar" "null"
0.0326723179646111 "ar" "null"
0.0413552997650461 "ar" "null"
0.0549348437522049 "ar" "null"
0.040434798001776 "ar" "null"
0.0431828681614592 "ar" "null"
0.0307575427291036 "ar" "null"
0.0461546705659966 "ar" "null"
0.0467805310705295 "ar" "null"
0.035918378068226 "ar" "null"
0.0280725405954893 "ar" "null"
0.0473088787252095 "ar" "null"
0.0363405264877713 "ar" "null"
0.051448981354397 "ar" "null"
0.0515574892806638 "ar" "null"
0.0609171925739803 "ar" "null"
0.0324594421031957 "ar" "null"
0.0484997342743927 "ar" "null"
0.0439991457190789 "ar" "null"
0.0393595149506598 "ar" "null"
0.0486858038579692 "ar" "null"
0.0331069656087962 "ar" "null"
0.0464558512603842 "ar" "null"
0.0413567024323956 "ar" "null"
0.032180908883756 "ar" "null"
0.0344557826745711 "ar" "null"
0.0343074638626118 "ar" "null"
0.027765126287088 "ar" "null"
0.046035626681945 "ar" "null"
0.0371063620021544 "ar" "null"
0.0496221176825499 "ar" "null"
0.0302393177106287 "ar" "null"
0.0434778844629268 "ar" "null"
0.0356456549654253 "ar" "null"
0.0444078616962074 "ar" "null"
0.0515207793101424 "ar" "null"
0.0277757748872184 "ar" "null"
0.0337939809497165 "ar" "null"
0.0309107670582025 "ar" "null"
0.0435615361368398 "ar" "null"
0.0451994628187471 "ar" "null"
0.0300642581883702 "ar" "null"
0.0417968580118996 "ar" "null"
0.039722101386089 "ar" "null"
0.0347063075949081 "ar" "null"
0.0308145951224107 "ar" "null"
0.0361817197923555 "ar" "null"
0.046372177241583 "ar" "null"
0.0334144414710714 "ar" "null"
0.0643483543119075 "ar" "null"
0.0405107250078791 "ar" "null"
0.0472871996066367 "ar" "null"
0.0410437530809397 "ar" "null"
0.0381945305761531 "ar" "null"
0.0377774871727922 "ar" "null"
0.0378774211060323 "ar" "null"
0.0528922913643189 "ar" "null"
0.0344421432988985 "ar" "null"
0.0427004204946891 "ar" "null"
0.0341805795025666 "ar" "null"
0.0386576497761694 "ar" "null"
0.0363378257190021 "ar" "null"
0.036271456112636 "ar" "null"
0.0442392559790575 "ar" "null"
0.0406770944177635 "ar" "null"
0.0375609229336418 "ar" "null"
0.0538088044430649 "ar" "null"
0.0599373306933459 "ar" "null"
0.0524413533718792 "ar" "null"
0.0460534579247991 "ar" "null"
0.0435604554829213 "ar" "null"
0.0307672708082801 "ar" "null"
0.0291217795231318 "ar" "null"
0.036459030487568 "ar" "null"
0.0445703362302896 "ar" "null"
0.0520011985022015 "ar" "null"
0.0402154763049657 "ar" "null"
0.0369065088670624 "ar" "null"
0.0693328080365471 "ar" "null"
0.052074100090221 "ar" "null"
0.0293856520932241 "ar" "null"
0.039074761945809 "ar" "null"
0.0317498650759247 "ar" "null"
0.0485885402742718 "ar" "null"
0.0471438561124801 "ar" "null"
0.0578219443587942 "ar" "null"
0.0397122316370682 "ar" "null"
0.0574974122700943 "ar" "null"
0.0291594306003122 "ar" "null"
0.0256193068586487 "ar" "null"
0.0459987390491711 "ar" "null"
0.047369773923125 "ar" "null"
0.0307627685662761 "ar" "null"
0.0406139013166781 "ar" "null"
0.0484609036265135 "ar" "null"
0.0396491048623935 "ar" "null"
0.0312877880395334 "ar" "null"
0.046117392546235 "ar" "null"
0.0541275542042722 "ar" "null"
0.0492883367477087 "ar" "null"
0.0427438501633364 "ar" "null"
0.0316084817543105 "ar" "null"
0.0382754823842925 "ar" "null"
0.0370909313748394 "ar" "null"
0.0639149454753915 "ar" "null"
0.043286986242935 "ar" "null"
0.0602323718828114 "ar" "null"
0.0347871919729815 "ar" "null"
0.035848303017101 "ar" "null"
0.0452342523415128 "ar" "null"
0.0362094865996104 "ar" "null"
0.0479361504120468 "ar" "null"
0.039526011288669 "ar" "null"
0.0350452129971431 "ar" "null"
0.0486860246572056 "ar" "null"
0.0306707892960451 "ar" "null"
0.0364357725994512 "ar" "null"
0.0413068512163951 "ar" "null"
0.0330056103101165 "ar" "null"
0.035519689132211 "ar" "null"
0.0490149462273086 "ar" "null"
0.0539335667068741 "ar" "null"
0.0433387437460238 "ar" "null"
0.0502561331730473 "ar" "null"
0.0567804531211644 "ar" "null"
0.0344188475798826 "ar" "null"
0.0389548837854264 "ar" "null"
0.0456608000915687 "ar" "null"
0.0372358472224502 "ar" "null"
0.0297861932741454 "ar" "null"
0.0286913868931575 "ar" "null"
0.0385300882932958 "ar" "null"
0.0331436683301811 "ar" "null"
0.0441157203648849 "ar" "null"
0.0435610079794193 "ar" "null"
0.0558010871090815 "ar" "null"
0.0271805131103044 "ar" "null"
0.0454893949470184 "ar" "null"
0.0553165021342338 "ar" "null"
0.0475292833122549 "ar" "null"
0.0406562659536522 "ar" "null"
0.0347593428390238 "ar" "null"
0.0316184045741381 "ar" "null"
0.0426505365549616 "ar" "null"
0.0490894086507251 "ar" "null"
0.0473977572688453 "ar" "null"
0.032801943692124 "ar" "null"
0.0302769264653046 "ar" "null"
0.0506351062004277 "ar" "null"
0.0581736095174766 "ar" "null"
0.0401031573920663 "ar" "null"
0.0395621121259159 "ar" "null"
0.0488138395903285 "ar" "null"
0.0617122774287179 "ar" "null"
0.0360440442628047 "ar" "null"
0.0474414358854275 "ar" "null"
0.0418106914079115 "ar" "null"
0.0410847536425713 "ar" "null"
0.0422929700981085 "ar" "null"
0.038275901352702 "ar" "null"
0.0399361081817935 "ar" "null"
0.0441784109988221 "ar" "null"
0.0310754912281795 "ar" "null"
0.0321950158193002 "ar" "null"
0.0328962514095194 "ar" "null"
0.0332195040277186 "ar" "null"
0.0399829933357926 "ar" "null"
0.0435156457721867 "ar" "null"
0.0322806216586266 "ar" "null"
0.0544520306982869 "ar" "null"
0.0294379349718716 "ar" "null"
0.0247133856868588 "ar" "null"
0.0592573615850919 "ar" "null"
0.0419365229829478 "ar" "null"
0.0531098749973827 "ar" "null"
0.0513130683965581 "ar" "null"
0.0477350720188896 "ar" "null"
0.0392444395967651 "ar" "null"
0.0367119289289164 "ar" "null"
0.0433989993652442 "ar" "null"
0.0435271178183124 "ar" "null"
0.0492578190354839 "ar" "null"
0.0586219104920073 "ar" "null"
0.0476356203867704 "ar" "null"
0.0271467445935653 "ar" "null"
0.0400646810361118 "ar" "null"
0.0470779838608413 "ar" "null"
0.0318249947278076 "ar" "null"
0.0404547077119805 "ar" "null"
0.0369737790319834 "ar" "null"
0.0391269994363173 "ar" "null"
0.0376194799293057 "ar" "null"
0.0317348649429661 "ar" "null"
0.0386744277660514 "ar" "null"
0.0353190288356266 "ar" "null"
0.0417551320769 "ar" "null"
0.0345872683725175 "ar" "null"
0.0520359970557911 "ar" "null"
0.035185414386067 "ar" "null"
0.0418019521372351 "ar" "null"
0.0472431990300369 "ar" "null"
0.0397206388017124 "ar" "null"
0.0310112869485576 "ar" "null"
0.0376937208460616 "ar" "null"
0.043617608001882 "ar" "null"
0.0255375087810412 "ar" "null"
0.029945126859713 "ar" "null"
0.0351142558591369 "ar" "null"
0.0493227974149403 "ar" "null"
0.0347223382389983 "ar" "null"
0.0332386861354947 "ar" "null"
0.0426259987964941 "ar" "null"
0.0328182179279578 "ar" "null"
0.041853083432535 "ar" "null"
0.0350681768201097 "ar" "null"
0.05847900718138 "ar" "null"
0.0355439715337635 "ar" "null"
0.0489582294421666 "ar" "null"
0.0347844445801039 "ar" "null"
0.0394545951092862 "ar" "null"
0.0351398745303777 "ar" "null"
0.0336638633474714 "ar" "null"
0.0417769778157891 "ar" "null"
0.0456957817362097 "ar" "null"
0.0576289184926321 "ar" "null"
0.0405290113915187 "ar" "null"
0.024729557455004 "ar" "null"
0.0563982537548852 "ar" "null"
0.0381223312606456 "ar" "null"
0.0461590850995952 "ar" "null"
0.0509327794975013 "ar" "null"
0.0507837827878137 "ar" "null"
0.0330113071957848 "ar" "null"
0.0409808478565029 "ar" "null"
0.0421950153413672 "ar" "null"
0.0451028264088179 "ar" "null"
0.0322658153449499 "ar" "null"
0.0451793911911003 "ar" "null"
0.0340943703536262 "ar" "null"
0.0375262130511207 "ar" "null"
0.0435898930520646 "ar" "null"
0.0489372874902522 "ar" "null"
0.0380534109015566 "ar" "null"
0.0331481059191906 "ar" "null"
0.0343665712709641 "ar" "null"
0.0437371348468565 "ar" "null"
0.0441856167601542 "ar" "null"
0.0403200588000408 "ar" "null"
0.0286499455132382 "ar" "null"
0.0462269970043223 "ar" "null"
0.0270033431430495 "ar" "null"
0.0435152083835461 "ar" "null"
0.0338566953683563 "ar" "null"
0.0361785868471894 "ar" "null"
0.0332201043556239 "ar" "null"
0.0372306005252937 "ar" "null"
0.0459153233252215 "ar" "null"
0.051868632974174 "ar" "null"
0.037125139898088 "ar" "null"
0.0368811523474201 "ar" "null"
0.0505845509231162 "ar" "null"
0.0434268708735917 "ar" "null"
0.0298386717880512 "ar" "null"
0.0371946231005863 "ar" "null"
0.042617943313937 "ar" "null"
0.0396425992645116 "ar" "null"
0.0319483206581078 "ar" "null"
0.0480548467397663 "ar" "null"
0.0440060316084624 "ar" "null"
0.0351507809898316 "ar" "null"
0.0610247715070987 "ar" "null"
0.0320938080546024 "ar" "null"
0.0464842275616689 "ar" "null"
0.0415320321128369 "ar" "null"
0.0368407229084318 "ar" "null"
0.0369004077855805 "ar" "null"
0.0326139292162108 "ar" "null"
0.0388107138448541 "ar" "null"
0.0330867025298611 "ar" "null"
0.0749441023244018 "ar" "null"
0.0400760562666789 "ar" "null"
0.0409196611692272 "ar" "null"
0.0398867777902427 "ar" "null"
0.0431652176652262 "ar" "null"
0.0401637547494938 "ar" "null"
0.0494092562597303 "ar" "null"
0.0314707049441082 "ar" "null"
0.0394399093193592 "ar" "null"
0.0389941030095943 "ar" "null"
0.0400820956830723 "ar" "null"
0.0376294498785892 "ar" "null"
0.0309585193617133 "ar" "null"
0.0411923957950493 "ar" "null"
0.0328332431025109 "ar" "null"
0.0352710334183801 "ar" "null"
0.0404866932744485 "ar" "null"
0.0467244795285298 "ar" "null"
0.0482433846437248 "ar" "null"
0.0370928596593534 "ar" "null"
0.051704297147938 "ar" "null"
0.046062566699361 "ar" "null"
0.0501505677820289 "ar" "null"
0.0413962112890355 "ar" "null"
0.0460802312626678 "ar" "null"
0.0336080411648611 "ar" "null"
0.0450734917117011 "ar" "null"
0.0393229659319987 "ar" "null"
0.039412524757502 "ar" "null"
0.041958991181187 "ar" "null"
0.0317400271386726 "ar" "null"
0.03685543436171 "ar" "null"
0.0596385006619718 "ar" "null"
0.0534051758859186 "ar" "null"
0.0456982610053701 "ar" "null"
0.0611055920455546 "ar" "null"
0.0353032045415821 "ar" "null"
0.055273841724151 "ar" "null"
0.0454242076499083 "ar" "null"
0.0381957460192272 "ar" "null"
0.0393404313578004 "ar" "null"
0.0427540922975777 "ar" "null"
0.0418559722538843 "ar" "null"
0.0444520699283411 "ar" "null"
0.0570713482602059 "ar" "null"
0.0683477502558898 "ar" "null"
0.046809085302366 "ar" "null"
0.0570969375156724 "ar" "null"
0.0302253377994655 "ar" "null"
0.053076538540321 "ar" "null"
0.0383647578900075 "ar" "null"
0.0406217457331354 "ar" "null"
0.0301007281617919 "ar" "null"
0.0445555501296063 "ar" "null"
0.0496305650620616 "ar" "null"
0.0504758834213759 "ar" "null"
0.0404051414894462 "ar" "null"
0.0348816034078063 "ar" "null"
0.0432083806515978 "ar" "null"
0.0388456548955504 "ar" "null"
0.0345960090851969 "ar" "null"
0.0429664463927671 "ar" "null"
0.0638907776344498 "ar" "null"
0.0663365396543927 "ar" "null"
0.0344336102869775 "ar" "null"
0.0524746734486316 "ar" "null"
0.0320500544505916 "ar" "null"
0.041482213750382 "ar" "null"
0.0374923365482621 "ar" "null"
0.039526942778626 "ar" "null"
0.0389918824187751 "ar" "null"
0.0364794098924804 "ar" "null"
0.0321352712384104 "ar" "null"
0.0384295773114249 "ar" "null"
0.0333270074433465 "ar" "null"
0.0267873441770747 "ar" "null"
0.04870045187006 "ar" "null"
0.0530435812420255 "ar" "null"
0.034445358642793 "ar" "null"
0.0432562188767383 "ar" "null"
0.0339126183824437 "ar" "null"
0.0514306605682648 "ar" "null"
0.040084531687417 "ar" "null"
0.0386709931797566 "ar" "null"
0.043744855614775 "ar" "null"
0.02576773648098 "ar" "null"
0.0543651634266797 "ar" "null"
0.0431684337123944 "ar" "null"
0.048909685341596 "ar" "null"
0.0304198685607043 "ar" "null"
0.044091020698203 "ar" "null"
0.0356249268339952 "ar" "null"
0.0545824274085425 "ar" "null"
0.0484738709412543 "ar" "null"
0.0454874629305503 "ar" "null"
0.043280059853336 "ar" "null"
0.0454006356818786 "ar" "null"
0.0404263750047607 "ar" "null"
0.0514564558693337 "ar" "null"
0.0303262239536445 "ar" "null"
0.0552903385562075 "ar" "null"
0.0312872268273989 "ar" "null"
0.053682060736727 "ar" "null"
0.0410192700136756 "ar" "null"
0.0552284613685026 "ar" "null"
0.0429383718231182 "ar" "null"
0.0503822102317106 "ar" "null"
0.0317404286607193 "ar" "null"
0.0385297423182189 "ar" "null"
0.0658157293322597 "ar" "null"
0.0370826151194654 "ar" "null"
0.0362842723026509 "ar" "null"
0.0522327669413395 "ar" "null"
0.0564629162310421 "ar" "null"
0.0421703727438863 "ar" "null"
0.0447622224036321 "ar" "null"
0.028595002410207 "ar" "null"
0.0387488351580598 "ar" "null"
0.0613811742054492 "ar" "null"
0.0445151344757384 "ar" "null"
0.0516643415843869 "ar" "null"
0.0420053538373756 "ar" "null"
0.0522819834112076 "ar" "null"
0.0479807898047777 "ar" "null"
0.036461583565801 "ar" "null"
0.0512939474710447 "ar" "null"
0.0379432966996516 "ar" "null"
0.028701426669049 "ar" "null"
0.0599691393399544 "ar" "null"
0.0379204557815217 "ar" "null"
0.0303568027021263 "ar" "null"
0.0453083979816576 "ar" "null"
0.032248707084208 "ar" "null"
0.047093435696688 "ar" "null"
0.0288843860397795 "ar" "null"
0.0403669804037854 "ar" "null"
0.0360749109599037 "ar" "null"
0.0360104780593208 "ar" "null"
0.0330658479456206 "ar" "null"
0.0390609521913884 "ar" "null"
0.0594807986157028 "ar" "null"
0.0486395345806527 "ar" "null"
0.0399842043728629 "ar" "null"
0.0267946425080663 "ar" "null"
0.0426789330039674 "ar" "null"
0.0443182704772429 "ar" "null"
0.0369236959634273 "ar" "null"
0.0446868345726318 "ar" "null"
0.0320756616616902 "ar" "null"
0.0471098049891655 "ar" "null"
0.0399844206284418 "ar" "null"
0.0423491185358064 "ar" "null"
0.0490830221217578 "ar" "null"
0.0518359859287995 "ar" "null"
0.033676789961166 "ar" "null"
0.0611032106342509 "ar" "null"
0.0337823408204558 "ar" "null"
0.0289714234201377 "ar" "null"
0.0399943227862777 "ar" "null"
0.0339409603102186 "ar" "null"
0.0341254525326939 "ar" "null"
0.0344361073768408 "ar" "null"
0.0316772802897353 "ar" "null"
0.0340116752245138 "ar" "null"
0.0350469088432902 "ar" "null"
0.0764781274908887 "ar" "null"
0.0301671842381412 "ar" "null"
0.0296296733155397 "ar" "null"
0.044179013757139 "ar" "null"
0.0306107214060288 "ar" "null"
0.02787969600156 "ar" "null"
0.0301520019810437 "ar" "null"
0.0338715703657219 "ar" "null"
0.0878496124408996 "ar" "null"
0.0374509579341591 "ar" "null"
0.0461186318652418 "ar" "null"
0.0430572606653378 "ar" "null"
0.0362989302201149 "ar" "null"
0.038640406807369 "ar" "null"
0.048623256408896 "ar" "null"
0.0385105426857178 "ar" "null"
0.0272353386664758 "ar" "null"
0.0366520652054821 "ar" "null"
0.041005884800894 "ar" "null"
0.0386066929363567 "ar" "null"
0.0290686504767554 "ar" "null"
0.0412005239386293 "ar" "null"
0.0510926129384017 "ar" "null"
0.0385722772567528 "ar" "null"
0.0438960668883189 "ar" "null"
0.0667098783835758 "ar" "null"
0.0390164404397211 "ar" "null"
0.0379471084308519 "ar" "null"
0.0521616034201294 "ar" "null"
0.0628792164656939 "ar" "null"
0.0441024124025143 "ar" "null"
0.0313683841364335 "ar" "null"
0.0505226298543683 "ar" "null"
0.0327508930716418 "ar" "null"
0.033134978851543 "ar" "null"
0.0441614779652633 "ar" "null"
0.0419517685138166 "ar" "null"
0.0310695096799169 "ar" "null"
0.0384559851536996 "ar" "null"
0.0508553301253286 "ar" "null"
0.0371199383709577 "ar" "null"
0.0466239336809545 "ar" "null"
0.0464281156348413 "ar" "null"
0.0396043566150115 "ar" "null"
0.0360272839281849 "ar" "null"
0.0365635872662385 "ar" "null"
0.0473070646498691 "ar" "null"
0.0382197516997922 "ar" "null"
0.0541850876879842 "ar" "null"
0.032737845505518 "ar" "null"
0.0356888693015316 "ar" "null"
0.0475179434619629 "ar" "null"
0.0498655087372676 "ar" "null"
0.0724809006464397 "ar" "null"
0.0311477681326453 "ar" "null"
0.0344493781628956 "ar" "null"
0.0320186382321138 "ar" "null"
0.041941214823431 "ar" "null"
0.0450228227725477 "ar" "null"
0.044577458032516 "ar" "null"
0.0548168593306382 "ar" "null"
0.0313303490464907 "ar" "null"
0.045748339659269 "ar" "null"
0.046005801221169 "ar" "null"
0.0446685630150364 "ar" "null"
0.0604334772543889 "ar" "null"
0.0450484814630215 "ar" "null"
0.0450052734961843 "ar" "null"
0.0400100648412402 "ar" "null"
0.0420455095622791 "ar" "null"
0.0335676751377697 "ar" "null"
0.0452115519793126 "ar" "null"
0.0412428736655891 "ar" "null"
0.0657151435818397 "ar" "null"
0.0399930336565746 "ar" "null"
0.0424761345277445 "ar" "null"
0.0373842544409346 "ar" "null"
0.0317669076750783 "ar" "null"
0.0447644972678701 "ar" "null"
0.0501071789588338 "ar" "null"
0.0397668738945359 "ar" "null"
0.0281009701950723 "ar" "null"
0.0629602039143597 "ar" "null"
0.0293415561454054 "ar" "null"
0.0426706863199673 "ar" "null"
0.028131305690416 "ar" "null"
0.0394856450172639 "ar" "null"
0.0406440686885274 "ar" "null"
0.0337702381953244 "ar" "null"
0.0483283359205362 "ar" "null"
0.0319589612879484 "ar" "null"
0.0408790573512676 "ar" "null"
0.0463524488388377 "ar" "null"
0.0332335143851632 "ar" "null"
0.0351601982150237 "ar" "null"
0.0287747144960332 "ar" "null"
0.0268601231266584 "ar" "null"
